instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,timestamp,season_label,weather_label,weekday_label,temp_c,feels_like_c,humidity_pct,windspeed_scaled,cnt_iqr_high
8782,2012-01-06,1,1,1,17,0,5,1,1,0.46,0.4545,0.36,0.2239,20,456,476,2012-01-06 17:00:00,spring,clear_or_partly_cloudy,friday,18.86,22.725,36.0,15.001299999999999,False
8783,2012-01-06,1,1,1,18,0,5,1,1,0.5,0.4848,0.29,0.2537,28,391,419,2012-01-06 18:00:00,spring,clear_or_partly_cloudy,friday,20.5,24.240000000000002,28.999999999999996,16.997899999999998,False
8784,2012-01-06,1,1,1,19,0,5,1,1,0.46,0.4545,0.33,0.2836,11,261,272,2012-01-06 19:00:00,spring,clear_or_partly_cloudy,friday,18.86,22.725,33.0,19.0012,False
8785,2012-01-06,1,1,1,20,0,5,1,1,0.42,0.4242,0.41,0.194,14,163,177,2012-01-06 20:00:00,spring,clear_or_partly_cloudy,friday,17.22,21.21,41.0,12.998000000000001,False
8786,2012-01-06,1,1,1,21,0,5,1,1,0.4,0.4091,0.43,0.2239,17,137,154,2012-01-06 21:00:00,spring,clear_or_partly_cloudy,friday,16.400000000000002,20.455000000000002,43.0,15.001299999999999,False
8787,2012-01-06,1,1,1,22,0,5,1,1,0.36,0.3485,0.5,0.194,12,123,135,2012-01-06 22:00:00,spring,clear_or_partly_cloudy,friday,14.76,17.424999999999997,50.0,12.998000000000001,False
8788,2012-01-06,1,1,1,23,0,5,1,1,0.36,0.3788,0.5,0.0,13,88,101,2012-01-06 23:00:00,spring,clear_or_partly_cloudy,friday,14.76,18.94,50.0,0.0,False
8789,2012-01-07,1,1,1,0,0,6,0,1,0.36,0.3485,0.5,0.1642,2,77,79,2012-01-07 00:00:00,spring,clear_or_partly_cloudy,saturday,14.76,17.424999999999997,50.0,11.0014,False
8790,2012-01-07,1,1,1,1,0,6,0,1,0.38,0.3939,0.46,0.1642,6,56,62,2012-01-07 01:00:00,spring,clear_or_partly_cloudy,saturday,15.58,19.695,46.0,11.0014,False
8791,2012-01-07,1,1,1,2,0,6,0,1,0.36,0.3636,0.5,0.1045,2,36,38,2012-01-07 02:00:00,spring,clear_or_partly_cloudy,saturday,14.76,18.18,50.0,7.0015,False
8792,2012-01-07,1,1,1,3,0,6,0,1,0.32,0.3333,0.57,0.1045,1,19,20,2012-01-07 03:00:00,spring,clear_or_partly_cloudy,saturday,13.120000000000001,16.665,56.99999999999999,7.0015,False
8793,2012-01-07,1,1,1,4,0,6,0,1,0.32,0.3333,0.57,0.0896,1,9,10,2012-01-07 04:00:00,spring,clear_or_partly_cloudy,saturday,13.120000000000001,16.665,56.99999999999999,6.0032,False
8794,2012-01-07,1,1,1,5,0,6,0,1,0.26,0.2727,0.75,0.1045,2,7,9,2012-01-07 05:00:00,spring,clear_or_partly_cloudy,saturday,10.66,13.635,75.0,7.0015,False
8795,2012-01-07,1,1,1,6,0,6,0,1,0.26,0.2727,0.75,0.1045,0,7,7,2012-01-07 06:00:00,spring,clear_or_partly_cloudy,saturday,10.66,13.635,75.0,7.0015,False
8796,2012-01-07,1,1,1,7,0,6,0,1,0.22,0.2273,0.87,0.194,0,20,20,2012-01-07 07:00:00,spring,clear_or_partly_cloudy,saturday,9.02,11.365,87.0,12.998000000000001,False
8797,2012-01-07,1,1,1,8,0,6,0,1,0.24,0.2576,0.75,0.1045,0,64,64,2012-01-07 08:00:00,spring,clear_or_partly_cloudy,saturday,9.84,12.879999999999999,75.0,7.0015,False
8798,2012-01-07,1,1,1,9,0,6,0,1,0.22,0.2273,0.8,0.1343,14,116,130,2012-01-07 09:00:00,spring,clear_or_partly_cloudy,saturday,9.02,11.365,80.0,8.9981,False
8799,2012-01-07,1,1,1,10,0,6,0,1,0.28,0.303,0.75,0.0896,43,160,203,2012-01-07 10:00:00,spring,clear_or_partly_cloudy,saturday,11.48,15.15,75.0,6.0032,False
8800,2012-01-07,1,1,1,11,0,6,0,1,0.34,0.3182,0.57,0.2239,74,250,324,2012-01-07 11:00:00,spring,clear_or_partly_cloudy,saturday,13.940000000000001,15.909999999999998,56.99999999999999,15.001299999999999,False
8801,2012-01-07,1,1,1,12,0,6,0,1,0.4,0.4091,0.43,0.2239,100,276,376,2012-01-07 12:00:00,spring,clear_or_partly_cloudy,saturday,16.400000000000002,20.455000000000002,43.0,15.001299999999999,False
8802,2012-01-07,1,1,1,13,0,6,0,1,0.44,0.4394,0.44,0.194,149,296,445,2012-01-07 13:00:00,spring,clear_or_partly_cloudy,saturday,18.04,21.97,44.0,12.998000000000001,False
8803,2012-01-07,1,1,1,14,0,6,0,1,0.5,0.4848,0.42,0.2836,156,356,512,2012-01-07 14:00:00,spring,clear_or_partly_cloudy,saturday,20.5,24.240000000000002,42.0,19.0012,False
8804,2012-01-07,1,1,1,15,0,6,0,1,0.58,0.5455,0.37,0.2985,132,317,449,2012-01-07 15:00:00,spring,clear_or_partly_cloudy,saturday,23.779999999999998,27.275,37.0,19.999499999999998,False
8805,2012-01-07,1,1,1,16,0,6,0,2,0.56,0.5303,0.37,0.2836,133,268,401,2012-01-07 16:00:00,spring,mist_or_cloudy,saturday,22.96,26.515,37.0,19.0012,False
8806,2012-01-07,1,1,1,17,0,6,0,2,0.54,0.5152,0.43,0.1343,87,235,322,2012-01-07 17:00:00,spring,mist_or_cloudy,saturday,22.14,25.759999999999998,43.0,8.9981,False
8807,2012-01-07,1,1,1,18,0,6,0,1,0.54,0.5152,0.45,0.1343,49,248,297,2012-01-07 18:00:00,spring,clear_or_partly_cloudy,saturday,22.14,25.759999999999998,45.0,8.9981,False
8808,2012-01-07,1,1,1,19,0,6,0,1,0.52,0.5,0.42,0.1045,44,171,215,2012-01-07 19:00:00,spring,clear_or_partly_cloudy,saturday,21.32,25.0,42.0,7.0015,False
8809,2012-01-07,1,1,1,20,0,6,0,1,0.5,0.4848,0.39,0.2537,21,149,170,2012-01-07 20:00:00,spring,clear_or_partly_cloudy,saturday,20.5,24.240000000000002,39.0,16.997899999999998,False
8810,2012-01-07,1,1,1,21,0,6,0,1,0.44,0.4394,0.44,0.2239,22,118,140,2012-01-07 21:00:00,spring,clear_or_partly_cloudy,saturday,18.04,21.97,44.0,15.001299999999999,False
8811,2012-01-07,1,1,1,22,0,6,0,1,0.44,0.4394,0.38,0.2537,16,93,109,2012-01-07 22:00:00,spring,clear_or_partly_cloudy,saturday,18.04,21.97,38.0,16.997899999999998,False
8812,2012-01-07,1,1,1,23,0,6,0,1,0.42,0.4242,0.38,0.2239,16,103,119,2012-01-07 23:00:00,spring,clear_or_partly_cloudy,saturday,17.22,21.21,38.0,15.001299999999999,False
8813,2012-01-08,1,1,1,0,0,0,0,1,0.38,0.3939,0.4,0.2836,14,77,91,2012-01-08 00:00:00,spring,clear_or_partly_cloudy,sunday,15.58,19.695,40.0,19.0012,False
8814,2012-01-08,1,1,1,1,0,0,0,1,0.34,0.3333,0.42,0.194,10,62,72,2012-01-08 01:00:00,spring,clear_or_partly_cloudy,sunday,13.940000000000001,16.665,42.0,12.998000000000001,False
8815,2012-01-08,1,1,1,2,0,0,0,1,0.36,0.3333,0.37,0.2836,10,57,67,2012-01-08 02:00:00,spring,clear_or_partly_cloudy,sunday,14.76,16.665,37.0,19.0012,False
8816,2012-01-08,1,1,1,3,0,0,0,1,0.34,0.3333,0.42,0.1343,6,26,32,2012-01-08 03:00:00,spring,clear_or_partly_cloudy,sunday,13.940000000000001,16.665,42.0,8.9981,False
8817,2012-01-08,1,1,1,4,0,0,0,1,0.32,0.303,0.49,0.2537,2,4,6,2012-01-08 04:00:00,spring,clear_or_partly_cloudy,sunday,13.120000000000001,15.15,49.0,16.997899999999998,False
8818,2012-01-08,1,1,1,5,0,0,0,2,0.32,0.3333,0.49,0.1045,0,2,2,2012-01-08 05:00:00,spring,mist_or_cloudy,sunday,13.120000000000001,16.665,49.0,7.0015,False
8819,2012-01-08,1,1,1,6,0,0,0,2,0.3,0.3333,0.52,0.0,0,2,2,2012-01-08 06:00:00,spring,mist_or_cloudy,sunday,12.299999999999999,16.665,52.0,0.0,False
8820,2012-01-08,1,1,1,7,0,0,0,2,0.3,0.3333,0.52,0.0,1,23,24,2012-01-08 07:00:00,spring,mist_or_cloudy,sunday,12.299999999999999,16.665,52.0,0.0,False
8821,2012-01-08,1,1,1,8,0,0,0,1,0.3,0.303,0.52,0.1343,4,53,57,2012-01-08 08:00:00,spring,clear_or_partly_cloudy,sunday,12.299999999999999,15.15,52.0,8.9981,False
8822,2012-01-08,1,1,1,9,0,0,0,1,0.32,0.3333,0.53,0.1343,23,102,125,2012-01-08 09:00:00,spring,clear_or_partly_cloudy,sunday,13.120000000000001,16.665,53.0,8.9981,False
8823,2012-01-08,1,1,1,10,0,0,0,1,0.34,0.3333,0.49,0.1642,27,181,208,2012-01-08 10:00:00,spring,clear_or_partly_cloudy,sunday,13.940000000000001,16.665,49.0,11.0014,False
8824,2012-01-08,1,1,1,11,0,0,0,1,0.36,0.3485,0.46,0.2239,55,201,256,2012-01-08 11:00:00,spring,clear_or_partly_cloudy,sunday,14.76,17.424999999999997,46.0,15.001299999999999,False
8825,2012-01-08,1,1,1,12,0,0,0,1,0.38,0.3939,0.43,0.2239,78,273,351,2012-01-08 12:00:00,spring,clear_or_partly_cloudy,sunday,15.58,19.695,43.0,15.001299999999999,False
8826,2012-01-08,1,1,1,13,0,0,0,1,0.4,0.4091,0.37,0.2985,77,266,343,2012-01-08 13:00:00,spring,clear_or_partly_cloudy,sunday,16.400000000000002,20.455000000000002,37.0,19.999499999999998,False
8827,2012-01-08,1,1,1,14,0,0,0,1,0.4,0.4091,0.4,0.194,75,253,328,2012-01-08 14:00:00,spring,clear_or_partly_cloudy,sunday,16.400000000000002,20.455000000000002,40.0,12.998000000000001,False
8828,2012-01-08,1,1,1,15,0,0,0,1,0.4,0.4091,0.37,0.2836,89,241,330,2012-01-08 15:00:00,spring,clear_or_partly_cloudy,sunday,16.400000000000002,20.455000000000002,37.0,19.0012,False
8829,2012-01-08,1,1,1,16,0,0,0,1,0.4,0.4091,0.37,0.2985,58,256,314,2012-01-08 16:00:00,spring,clear_or_partly_cloudy,sunday,16.400000000000002,20.455000000000002,37.0,19.999499999999998,False
8830,2012-01-08,1,1,1,17,0,0,0,1,0.38,0.3939,0.4,0.2239,22,197,219,2012-01-08 17:00:00,spring,clear_or_partly_cloudy,sunday,15.58,19.695,40.0,15.001299999999999,False
8831,2012-01-08,1,1,1,18,0,0,0,1,0.34,0.3182,0.46,0.2239,19,162,181,2012-01-08 18:00:00,spring,clear_or_partly_cloudy,sunday,13.940000000000001,15.909999999999998,46.0,15.001299999999999,False
8832,2012-01-08,1,1,1,19,0,0,0,1,0.32,0.3182,0.49,0.194,8,104,112,2012-01-08 19:00:00,spring,clear_or_partly_cloudy,sunday,13.120000000000001,15.909999999999998,49.0,12.998000000000001,False
8833,2012-01-08,1,1,1,20,0,0,0,1,0.3,0.303,0.52,0.1642,7,119,126,2012-01-08 20:00:00,spring,clear_or_partly_cloudy,sunday,12.299999999999999,15.15,52.0,11.0014,False
8834,2012-01-08,1,1,1,21,0,0,0,1,0.28,0.2727,0.56,0.2239,10,81,91,2012-01-08 21:00:00,spring,clear_or_partly_cloudy,sunday,11.48,13.635,56.00000000000001,15.001299999999999,False
8835,2012-01-08,1,1,1,22,0,0,0,1,0.26,0.2727,0.6,0.1045,4,54,58,2012-01-08 22:00:00,spring,clear_or_partly_cloudy,sunday,10.66,13.635,60.0,7.0015,False
8836,2012-01-08,1,1,1,23,0,0,0,1,0.26,0.2424,0.56,0.2537,0,30,30,2012-01-08 23:00:00,spring,clear_or_partly_cloudy,sunday,10.66,12.120000000000001,56.00000000000001,16.997899999999998,False
8837,2012-01-09,1,1,1,0,0,1,1,1,0.24,0.2273,0.6,0.2239,3,12,15,2012-01-09 00:00:00,spring,clear_or_partly_cloudy,monday,9.84,11.365,60.0,15.001299999999999,False
8838,2012-01-09,1,1,1,1,0,1,1,1,0.24,0.2424,0.6,0.1343,1,4,5,2012-01-09 01:00:00,spring,clear_or_partly_cloudy,monday,9.84,12.120000000000001,60.0,8.9981,False
8839,2012-01-09,1,1,1,2,0,1,1,1,0.24,0.2424,0.56,0.1343,2,3,5,2012-01-09 02:00:00,spring,clear_or_partly_cloudy,monday,9.84,12.120000000000001,56.00000000000001,8.9981,False
8840,2012-01-09,1,1,1,3,0,1,1,1,0.24,0.2424,0.52,0.1642,0,3,3,2012-01-09 03:00:00,spring,clear_or_partly_cloudy,monday,9.84,12.120000000000001,52.0,11.0014,False
8841,2012-01-09,1,1,1,4,0,1,1,1,0.22,0.2424,0.64,0.1045,0,4,4,2012-01-09 04:00:00,spring,clear_or_partly_cloudy,monday,9.02,12.120000000000001,64.0,7.0015,False
8842,2012-01-09,1,1,1,5,0,1,1,2,0.2,0.2273,0.64,0.0896,0,21,21,2012-01-09 05:00:00,spring,mist_or_cloudy,monday,8.200000000000001,11.365,64.0,6.0032,False
8843,2012-01-09,1,1,1,6,0,1,1,2,0.22,0.2273,0.6,0.1343,3,85,88,2012-01-09 06:00:00,spring,mist_or_cloudy,monday,9.02,11.365,60.0,8.9981,False
8844,2012-01-09,1,1,1,7,0,1,1,2,0.22,0.2424,0.6,0.1045,1,239,240,2012-01-09 07:00:00,spring,mist_or_cloudy,monday,9.02,12.120000000000001,60.0,7.0015,False
8845,2012-01-09,1,1,1,8,0,1,1,2,0.22,0.2576,0.55,0.0896,13,407,420,2012-01-09 08:00:00,spring,mist_or_cloudy,monday,9.02,12.879999999999999,55.00000000000001,6.0032,False
8846,2012-01-09,1,1,1,9,0,1,1,2,0.22,0.2727,0.64,0.0,9,188,197,2012-01-09 09:00:00,spring,mist_or_cloudy,monday,9.02,13.635,64.0,0.0,False
8847,2012-01-09,1,1,1,10,0,1,1,1,0.24,0.2879,0.6,0.0,13,95,108,2012-01-09 10:00:00,spring,clear_or_partly_cloudy,monday,9.84,14.395,60.0,0.0,False
8848,2012-01-09,1,1,1,11,0,1,1,2,0.26,0.2879,0.56,0.0896,6,82,88,2012-01-09 11:00:00,spring,mist_or_cloudy,monday,10.66,14.395,56.00000000000001,6.0032,False
8849,2012-01-09,1,1,1,12,0,1,1,2,0.26,0.2727,0.56,0.1045,10,93,103,2012-01-09 12:00:00,spring,mist_or_cloudy,monday,10.66,13.635,56.00000000000001,7.0015,False
8850,2012-01-09,1,1,1,13,0,1,1,2,0.26,0.2727,0.56,0.1045,3,77,80,2012-01-09 13:00:00,spring,mist_or_cloudy,monday,10.66,13.635,56.00000000000001,7.0015,False
8851,2012-01-09,1,1,1,14,0,1,1,3,0.22,0.2273,0.75,0.1642,5,45,50,2012-01-09 14:00:00,spring,light_rain_or_snow,monday,9.02,11.365,75.0,11.0014,False
8852,2012-01-09,1,1,1,15,0,1,1,3,0.22,0.2273,0.75,0.1642,5,64,69,2012-01-09 15:00:00,spring,light_rain_or_snow,monday,9.02,11.365,75.0,11.0014,False
8853,2012-01-09,1,1,1,16,0,1,1,3,0.22,0.2576,0.87,0.0896,3,46,49,2012-01-09 16:00:00,spring,light_rain_or_snow,monday,9.02,12.879999999999999,87.0,6.0032,False
8854,2012-01-09,1,1,1,17,0,1,1,3,0.22,0.2727,0.87,0.0,5,147,152,2012-01-09 17:00:00,spring,light_rain_or_snow,monday,9.02,13.635,87.0,0.0,False
8855,2012-01-09,1,1,1,18,0,1,1,4,0.2,0.2273,0.86,0.0896,6,158,164,2012-01-09 18:00:00,spring,heavy_rain_snow_or_fog,monday,8.200000000000001,11.365,86.0,6.0032,False
8856,2012-01-09,1,1,1,19,0,1,1,3,0.2,0.2273,0.93,0.0896,3,187,190,2012-01-09 19:00:00,spring,light_rain_or_snow,monday,8.200000000000001,11.365,93.0,6.0032,False
8857,2012-01-09,1,1,1,20,0,1,1,2,0.2,0.2273,0.86,0.0896,5,127,132,2012-01-09 20:00:00,spring,mist_or_cloudy,monday,8.200000000000001,11.365,86.0,6.0032,False
8858,2012-01-09,1,1,1,21,0,1,1,2,0.2,0.2576,0.93,0.0,1,78,79,2012-01-09 21:00:00,spring,mist_or_cloudy,monday,8.200000000000001,12.879999999999999,93.0,0.0,False
8859,2012-01-09,1,1,1,22,0,1,1,2,0.2,0.2273,0.92,0.1045,8,54,62,2012-01-09 22:00:00,spring,mist_or_cloudy,monday,8.200000000000001,11.365,92.0,7.0015,False
8860,2012-01-09,1,1,1,23,0,1,1,2,0.22,0.2424,0.87,0.1045,1,51,52,2012-01-09 23:00:00,spring,mist_or_cloudy,monday,9.02,12.120000000000001,87.0,7.0015,False
8861,2012-01-10,1,1,1,0,0,2,1,2,0.22,0.2424,0.87,0.1045,0,14,14,2012-01-10 00:00:00,spring,mist_or_cloudy,tuesday,9.02,12.120000000000001,87.0,7.0015,False
8862,2012-01-10,1,1,1,1,0,2,1,2,0.22,0.2424,0.93,0.1045,2,3,5,2012-01-10 01:00:00,spring,mist_or_cloudy,tuesday,9.02,12.120000000000001,93.0,7.0015,False
8863,2012-01-10,1,1,1,2,0,2,1,2,0.22,0.2273,0.87,0.1642,2,2,4,2012-01-10 02:00:00,spring,mist_or_cloudy,tuesday,9.02,11.365,87.0,11.0014,False
8864,2012-01-10,1,1,1,4,0,2,1,2,0.2,0.2121,0.86,0.1642,0,4,4,2012-01-10 04:00:00,spring,mist_or_cloudy,tuesday,8.200000000000001,10.605,86.0,11.0014,False
8865,2012-01-10,1,1,1,5,0,2,1,1,0.4,0.4091,0.47,0.2239,0,23,23,2012-01-10 05:00:00,spring,clear_or_partly_cloudy,tuesday,16.400000000000002,20.455000000000002,47.0,15.001299999999999,False
8866,2012-01-10,1,1,1,6,0,2,1,2,0.18,0.1818,0.93,0.194,0,79,79,2012-01-10 06:00:00,spring,mist_or_cloudy,tuesday,7.38,9.09,93.0,12.998000000000001,False
8867,2012-01-10,1,1,1,7,0,2,1,2,0.18,0.197,0.93,0.1642,3,219,222,2012-01-10 07:00:00,spring,mist_or_cloudy,tuesday,7.38,9.85,93.0,11.0014,False
8868,2012-01-10,1,1,1,8,0,2,1,2,0.18,0.197,0.93,0.1642,6,465,471,2012-01-10 08:00:00,spring,mist_or_cloudy,tuesday,7.38,9.85,93.0,11.0014,False
8869,2012-01-10,1,1,1,9,0,2,1,2,0.18,0.197,0.93,0.1642,11,184,195,2012-01-10 09:00:00,spring,mist_or_cloudy,tuesday,7.38,9.85,93.0,11.0014,False
8870,2012-01-10,1,1,1,10,0,2,1,2,0.18,0.197,0.93,0.1642,3,80,83,2012-01-10 10:00:00,spring,mist_or_cloudy,tuesday,7.38,9.85,93.0,11.0014,False
8871,2012-01-10,1,1,1,11,0,2,1,1,0.42,0.4242,0.38,0.2985,8,93,101,2012-01-10 11:00:00,spring,clear_or_partly_cloudy,tuesday,17.22,21.21,38.0,19.999499999999998,False
8872,2012-01-10,1,1,1,12,0,2,1,1,0.42,0.4242,0.38,0.2985,13,127,140,2012-01-10 12:00:00,spring,clear_or_partly_cloudy,tuesday,17.22,21.21,38.0,19.999499999999998,False
8873,2012-01-10,1,1,1,13,0,2,1,1,0.42,0.4242,0.38,0.2985,15,163,178,2012-01-10 13:00:00,spring,clear_or_partly_cloudy,tuesday,17.22,21.21,38.0,19.999499999999998,False
8874,2012-01-10,1,1,1,14,0,2,1,1,0.42,0.4242,0.38,0.2985,10,96,106,2012-01-10 14:00:00,spring,clear_or_partly_cloudy,tuesday,17.22,21.21,38.0,19.999499999999998,False
8875,2012-01-10,1,1,1,15,0,2,1,1,0.42,0.4242,0.38,0.2985,17,119,136,2012-01-10 15:00:00,spring,clear_or_partly_cloudy,tuesday,17.22,21.21,38.0,19.999499999999998,False
8876,2012-01-10,1,1,1,16,0,2,1,1,0.42,0.4242,0.38,0.3582,15,225,240,2012-01-10 16:00:00,spring,clear_or_partly_cloudy,tuesday,17.22,21.21,38.0,23.9994,False
8877,2012-01-10,1,1,1,17,0,2,1,1,0.42,0.4242,0.38,0.2537,14,446,460,2012-01-10 17:00:00,spring,clear_or_partly_cloudy,tuesday,17.22,21.21,38.0,16.997899999999998,False
8878,2012-01-10,1,1,1,18,0,2,1,1,0.4,0.4091,0.4,0.1045,13,372,385,2012-01-10 18:00:00,spring,clear_or_partly_cloudy,tuesday,16.400000000000002,20.455000000000002,40.0,7.0015,False
8879,2012-01-10,1,1,1,19,0,2,1,1,0.38,0.3939,0.46,0.1045,11,270,281,2012-01-10 19:00:00,spring,clear_or_partly_cloudy,tuesday,15.58,19.695,46.0,7.0015,False
8880,2012-01-10,1,1,1,20,0,2,1,1,0.34,0.3485,0.53,0.1045,10,190,200,2012-01-10 20:00:00,spring,clear_or_partly_cloudy,tuesday,13.940000000000001,17.424999999999997,53.0,7.0015,False
8881,2012-01-10,1,1,1,21,0,2,1,1,0.32,0.3333,0.66,0.0896,7,109,116,2012-01-10 21:00:00,spring,clear_or_partly_cloudy,tuesday,13.120000000000001,16.665,66.0,6.0032,False
8882,2012-01-10,1,1,1,22,0,2,1,1,0.3,0.303,0.7,0.0896,10,104,114,2012-01-10 22:00:00,spring,clear_or_partly_cloudy,tuesday,12.299999999999999,15.15,70.0,6.0032,False
8883,2012-01-10,1,1,1,23,0,2,1,1,0.26,0.2727,0.81,0.1045,3,38,41,2012-01-10 23:00:00,spring,clear_or_partly_cloudy,tuesday,10.66,13.635,81.0,7.0015,False
8884,2012-01-11,1,1,1,0,0,3,1,1,0.26,0.303,0.81,0.0,2,26,28,2012-01-11 00:00:00,spring,clear_or_partly_cloudy,wednesday,10.66,15.15,81.0,0.0,False
8885,2012-01-11,1,1,1,1,0,3,1,1,0.24,0.2576,0.87,0.0896,1,6,7,2012-01-11 01:00:00,spring,clear_or_partly_cloudy,wednesday,9.84,12.879999999999999,87.0,6.0032,False
8886,2012-01-11,1,1,1,2,0,3,1,1,0.2,0.2121,0.85,0.1642,0,5,5,2012-01-11 02:00:00,spring,clear_or_partly_cloudy,wednesday,8.200000000000001,10.605,85.0,11.0014,False
8887,2012-01-11,1,1,1,3,0,3,1,1,0.22,0.2727,0.8,0.0,0,4,4,2012-01-11 03:00:00,spring,clear_or_partly_cloudy,wednesday,9.02,13.635,80.0,0.0,False
8888,2012-01-11,1,1,1,4,0,3,1,1,0.2,0.2121,0.8,0.1343,0,2,2,2012-01-11 04:00:00,spring,clear_or_partly_cloudy,wednesday,8.200000000000001,10.605,80.0,8.9981,False
8889,2012-01-11,1,1,1,5,0,3,1,1,0.2,0.2121,0.8,0.1343,0,22,22,2012-01-11 05:00:00,spring,clear_or_partly_cloudy,wednesday,8.200000000000001,10.605,80.0,8.9981,False
8890,2012-01-11,1,1,1,6,0,3,1,1,0.2,0.2121,0.86,0.1343,2,72,74,2012-01-11 06:00:00,spring,clear_or_partly_cloudy,wednesday,8.200000000000001,10.605,86.0,8.9981,False
8891,2012-01-11,1,1,1,7,0,3,1,1,0.2,0.2121,0.8,0.1343,9,247,256,2012-01-11 07:00:00,spring,clear_or_partly_cloudy,wednesday,8.200000000000001,10.605,80.0,8.9981,False
8892,2012-01-11,1,1,1,8,0,3,1,1,0.2,0.2273,0.82,0.1045,11,488,499,2012-01-11 08:00:00,spring,clear_or_partly_cloudy,wednesday,8.200000000000001,11.365,82.0,7.0015,False
8893,2012-01-11,1,1,1,9,0,3,1,2,0.2,0.2121,0.86,0.1343,7,218,225,2012-01-11 09:00:00,spring,mist_or_cloudy,wednesday,8.200000000000001,10.605,86.0,8.9981,False
8894,2012-01-11,1,1,1,10,0,3,1,2,0.24,0.2424,0.87,0.1343,13,84,97,2012-01-11 10:00:00,spring,mist_or_cloudy,wednesday,9.84,12.120000000000001,87.0,8.9981,False
8895,2012-01-11,1,1,1,11,0,3,1,2,0.26,0.2879,0.87,0.0896,9,90,99,2012-01-11 11:00:00,spring,mist_or_cloudy,wednesday,10.66,14.395,87.0,6.0032,False
8896,2012-01-11,1,1,1,12,0,3,1,3,0.3,0.3333,0.81,0.0,4,51,55,2012-01-11 12:00:00,spring,light_rain_or_snow,wednesday,12.299999999999999,16.665,81.0,0.0,False
8897,2012-01-11,1,1,1,13,0,3,1,3,0.32,0.3485,0.76,0.0,8,57,65,2012-01-11 13:00:00,spring,light_rain_or_snow,wednesday,13.120000000000001,17.424999999999997,76.0,0.0,False
8898,2012-01-11,1,1,1,14,0,3,1,3,0.32,0.3333,0.81,0.1045,3,70,73,2012-01-11 14:00:00,spring,light_rain_or_snow,wednesday,13.120000000000001,16.665,81.0,7.0015,False
8899,2012-01-11,1,1,1,15,0,3,1,2,0.34,0.3485,0.87,0.0896,6,73,79,2012-01-11 15:00:00,spring,mist_or_cloudy,wednesday,13.940000000000001,17.424999999999997,87.0,6.0032,False
8900,2012-01-11,1,1,1,16,0,3,1,2,0.34,0.3182,0.87,0.2537,6,112,118,2012-01-11 16:00:00,spring,mist_or_cloudy,wednesday,13.940000000000001,15.909999999999998,87.0,16.997899999999998,False
8901,2012-01-11,1,1,1,17,0,3,1,3,0.34,0.3182,0.87,0.2239,6,128,134,2012-01-11 17:00:00,spring,light_rain_or_snow,wednesday,13.940000000000001,15.909999999999998,87.0,15.001299999999999,False
8902,2012-01-11,1,1,1,18,0,3,1,3,0.34,0.3333,0.87,0.194,2,96,98,2012-01-11 18:00:00,spring,light_rain_or_snow,wednesday,13.940000000000001,16.665,87.0,12.998000000000001,False
8903,2012-01-11,1,1,1,19,0,3,1,3,0.32,0.303,0.93,0.2239,1,92,93,2012-01-11 19:00:00,spring,light_rain_or_snow,wednesday,13.120000000000001,15.15,93.0,15.001299999999999,False
8904,2012-01-11,1,1,1,20,0,3,1,3,0.32,0.3182,0.93,0.1642,2,55,57,2012-01-11 20:00:00,spring,light_rain_or_snow,wednesday,13.120000000000001,15.909999999999998,93.0,11.0014,False
8905,2012-01-11,1,1,1,21,0,3,1,3,0.34,0.3182,0.87,0.2239,0,29,29,2012-01-11 21:00:00,spring,light_rain_or_snow,wednesday,13.940000000000001,15.909999999999998,87.0,15.001299999999999,False
8906,2012-01-11,1,1,1,22,0,3,1,3,0.34,0.3333,0.87,0.194,0,49,49,2012-01-11 22:00:00,spring,light_rain_or_snow,wednesday,13.940000000000001,16.665,87.0,12.998000000000001,False
8907,2012-01-11,1,1,1,23,0,3,1,3,0.34,0.3182,0.87,0.2239,0,9,9,2012-01-11 23:00:00,spring,light_rain_or_snow,wednesday,13.940000000000001,15.909999999999998,87.0,15.001299999999999,False
8908,2012-01-12,1,1,1,0,0,4,1,3,0.34,0.3333,0.93,0.194,0,3,3,2012-01-12 00:00:00,spring,light_rain_or_snow,thursday,13.940000000000001,16.665,93.0,12.998000000000001,False
8909,2012-01-12,1,1,1,1,0,4,1,3,0.36,0.3485,0.93,0.194,0,3,3,2012-01-12 01:00:00,spring,light_rain_or_snow,thursday,14.76,17.424999999999997,93.0,12.998000000000001,False
8910,2012-01-12,1,1,1,2,0,4,1,3,0.36,0.3485,0.93,0.2537,1,1,2,2012-01-12 02:00:00,spring,light_rain_or_snow,thursday,14.76,17.424999999999997,93.0,16.997899999999998,False
8911,2012-01-12,1,1,1,3,0,4,1,3,0.36,0.3485,0.93,0.2537,0,3,3,2012-01-12 03:00:00,spring,light_rain_or_snow,thursday,14.76,17.424999999999997,93.0,16.997899999999998,False
8912,2012-01-12,1,1,1,4,0,4,1,3,0.36,0.3485,0.93,0.194,0,2,2,2012-01-12 04:00:00,spring,light_rain_or_snow,thursday,14.76,17.424999999999997,93.0,12.998000000000001,False
8913,2012-01-12,1,1,1,5,0,4,1,3,0.34,0.3485,0.93,0.0896,0,16,16,2012-01-12 05:00:00,spring,light_rain_or_snow,thursday,13.940000000000001,17.424999999999997,93.0,6.0032,False
